"","tested_OR","specific_odorant","comparison","diff","lwr.ci","upr.ci","pval"
"462","Olfr469","minusD","316-0",-0.503445333333333,-1.04880977258311,0.0419191059164387,0.0751317159098512
"463","Olfr469","pCI_minusD","1-0",0.0343843333333334,-0.241385202692719,0.310153869359385,0.99805920799019
"464","Olfr469","pCI_minusD","3.16-0",0.00497833333333331,-0.270791202692719,0.280747869359385,0.999999975792341
"465","Olfr469","pCI_minusD","10-0",-0.15705,-0.432819536026052,0.118719536026052,0.40233448260945
"466","Olfr469","pCI_minusD","31.6-0",-0.133766,-0.409535536026052,0.142003536026052,0.550642441913202
"467","Olfr469","pCI_minusD","100-0",-0.18849,-0.464259536026052,0.0872795360260521,0.246585649835616
"468","Olfr469","pCI_minusD","316-0",-0.253392666666667,-0.529162202692719,0.0223768693593854,0.0768377774033503
"469","Olfr469","pCI_plusH","1-0",-0.126602333333333,-0.393285603396582,0.140080936729915,0.570370501032682
"470","Olfr469","pCI_plusH","3.16-0",-0.0580169999999999,-0.324700270063248,0.208666270063249,0.968523711633256
"471","Olfr469","pCI_plusH","10-0",-0.0931333333333333,-0.359816603396582,0.173549936729915,0.806928306055413
"472","Olfr469","pCI_plusH","31.6-0",-0.192534,-0.459217270063249,0.0741492700632486,0.206148295518936
"473","Olfr469","pCI_plusH","100-0",0.00474466666666673,-0.261938603396582,0.271427936729915,0.999999977762768
"474","Olfr469","pCI_plusH","316-0",-0.133006333333333,-0.399689603396582,0.133676936729915,0.525291336354563
"475","Olfr469","plusH","1-0",0.013692,-0.512827398677386,0.540211398677386,0.999999785694602
